Year,Rank,Recipient,Country,Career,Tied,Title
2022,9,"Prof. Destini O'Hara II",Armenia,"Grinder OR Polisher",0,"Prof. Destini O'Hara II"
2022,10,"Demetrius Bartoletti",Togo,"Nuclear Engineer",0,"Demetrius Bartoletti"
2022,1,"Flo Gottlieb","Palestinian Territories","Insurance Sales Agent",0,"Flo Gottlieb"
2022,2,"Joelle Mertz",Afghanistan,Mathematician,0,"Joelle Mertz"
2022,3,"Prof. Desiree Sanford Jr.","Wallis and Futuna","Dietetic Technician",0,"Prof. Desiree Sanford Jr."
2022,4,"Jeromy Howell","Isle of Man",Movers,0,"Jeromy Howell"
2022,5,"Demario Marvin",Greenland,"Sociology Teacher",0,"Demario Marvin"
2022,6,"Miss Kali Lindgren",Macedonia,"Costume Attendant",0,"Miss Kali Lindgren"
2022,7,"Geraldine Rippin","Syrian Arab Republic","Claims Taker",0,"Geraldine Rippin"
2022,8,"Elfrieda D'Amore",Ethiopia,"Bindery Machine Operator",0,"Elfrieda D'Amore"
2022,9,"Dr. Omer Morissette IV",Colombia,"Freight Inspector",0,"Dr. Omer Morissette IV"
2022,10,"Abelardo Considine","Falkland Islands (Malvinas)",Construction,0,"Abelardo Considine"
2022,1,"Hellen Lang","Saint Pierre and Miquelon","Rehabilitation Counselor",0,"Hellen Lang"
2022,2,"Cathrine Ward V","Northern Mariana Islands","Technical Program Manager",0,"Cathrine Ward V"
2022,3,"Mr. Jaren Wolff MD","Heard Island and McDonald Islands","Director Of Marketing",0,"Mr. Jaren Wolff MD"
2022,4,"Devante Harber",Congo,"Locker Room Attendant",0,"Devante Harber"
2022,5,"Miss Tiara Buckridge",Guam,"Mathematical Science Teacher",0,"Miss Tiara Buckridge"
2022,6,"Mr. Mario O'Reilly","Papua New Guinea",Welder,0,"Mr. Mario O'Reilly"
2022,7,"Ignacio Upton",Oman,Baker,0,"Ignacio Upton"
2022,8,"Ms. Laisha Feest DDS","Czech Republic","Bulldozer Operator",0,"Ms. Laisha Feest DDS"
2022,9,"Dr. Florida Lesch IV","Cayman Islands","Refractory Materials Repairer",0,"Dr. Florida Lesch IV"
2022,10,"Miss Pink Mayer DVM","Saint Kitts and Nevis","PR Manager",0,"Miss Pink Mayer DVM"
2022,1,"Lazaro Parisian","Cape Verde","Museum Conservator",0,"Lazaro Parisian"
2022,2,"Braulio Tremblay",Benin,"Human Resources Manager",0,"Braulio Tremblay"
2022,3,"Clarabelle Heller","United Kingdom","Project Manager",0,"Clarabelle Heller"
2022,4,"Jillian Friesen Jr.",Dominica,"Host and Hostess",0,"Jillian Friesen Jr."
2022,5,"Maryam Sawayn",Reunion,"Craft Artist",0,"Maryam Sawayn"
2022,6,"Dr. Hudson Berge PhD",Congo,"Industrial-Organizational Psychologist",0,"Dr. Hudson Berge PhD"
2022,7,"Janelle Kling",Vietnam,"Mechanical Door Repairer",0,"Janelle Kling"
2022,8,"Kip Rohan","Pitcairn Islands",Electrician,0,"Kip Rohan"
2022,9,"Barton Franecki",Oman,"Medical Secretary",0,"Barton Franecki"
2022,10,"Mabel Weissnat",Qatar,"Occupational Therapist",0,"Mabel Weissnat"
2022,1,"Delmer Marquardt",Malaysia,"Geography Teacher",0,"Delmer Marquardt"
2022,2,"Dr. Marquis Stark V",Nicaragua,"Recreational Therapist",0,"Dr. Marquis Stark V"
2022,3,"Mrs. Rosamond Becker V",Kiribati,"Milling Machine Operator",0,"Mrs. Rosamond Becker V"
2022,4,"Eugene Leannon","Bouvet Island (Bouvetoya)","Command Control Center Officer",0,"Eugene Leannon"
2022,5,"Jadyn Ortiz","Holy See (Vatican City State)","Credit Checker",0,"Jadyn Ortiz"
2022,6,"Lyda White DVM","Sri Lanka",Stevedore,0,"Lyda White DVM"
2022,7,"Donny Keeling","British Indian Ocean Territory (Chagos Archipelago)","Substance Abuse Counselor",0,"Donny Keeling"
2022,8,"Princess Schimmel",Singapore,"Embossing Machine Operator",0,"Princess Schimmel"
2022,9,"Mrs. Burnice Stoltenberg DVM",Ukraine,"Creative Writer",0,"Mrs. Burnice Stoltenberg DVM"
2022,10,"Nicolette Blick",Poland,"Library Technician",0,"Nicolette Blick"
2022,1,"Darian Donnelly","United States Minor Outlying Islands","Social Media Marketing Manager",0,"Darian Donnelly"
2022,2,"Mr. Billy Trantow V",Seychelles,"Mechanical Door Repairer",0,"Mr. Billy Trantow V"
2022,3,"Dr. Melany Botsford MD",Nigeria,"Nuclear Power Reactor Operator",0,"Dr. Melany Botsford MD"
2022,4,"Mrs. Sabina Connelly","Cook Islands","Plate Finisher",0,"Mrs. Sabina Connelly"
2022,5,"Mona Runolfsson",Armenia,Surveyor,0,"Mona Runolfsson"
2022,6,"Kaley Rosenbaum","Bosnia and Herzegovina","Personal Care Worker",0,"Kaley Rosenbaum"
2022,7,"Larry Purdy",Togo,"Stone Cutter",0,"Larry Purdy"
2022,8,"Fae Torp",Iraq,"Travel Agent",0,"Fae Torp"
2022,9,"Prof. Gaetano Morissette III","Saint Vincent and the Grenadines","Financial Specialist",0,"Prof. Gaetano Morissette III"
2022,10,"Johnathan Schaefer","Saint Kitts and Nevis","Elementary and Secondary School Administrators",0,"Johnathan Schaefer"
2022,1,"Maritza Green III",Serbia,"Typesetting Machine Operator",0,"Maritza Green III"
2022,2,"Jerod Johns",Pakistan,"Power Distributors OR Dispatcher",0,"Jerod Johns"
2022,3,"Marcia Gorczany DDS",Jamaica,"Extruding Machine Operator",0,"Marcia Gorczany DDS"
2022,4,"Vallie Howell",Taiwan,"Motorboat Operator",0,"Vallie Howell"
2022,5,"Jaydon Hermann","Isle of Man",Bailiff,0,"Jaydon Hermann"
2022,6,"Thaddeus Boehm IV",Niue,"Food Science Technician",0,"Thaddeus Boehm IV"
2022,7,"Dr. Raul Johnston",Jordan,"Freight and Material Mover",0,"Dr. Raul Johnston"
2022,8,"Brennan Roob I",Lebanon,Brazer,0,"Brennan Roob I"
2022,9,"Prof. Maverick Mertz",Barbados,"Laundry OR Dry-Cleaning Worker",0,"Prof. Maverick Mertz"
2022,10,"Carol Kuphal",Cameroon,"Physician Assistant",0,"Carol Kuphal"
2022,1,"Freddy Dooley","Russian Federation","Manufacturing Sales Representative",0,"Freddy Dooley"
2022,2,"Heaven Conn","Hong Kong","Postal Service Clerk",0,"Heaven Conn"
2022,3,"Miss Phoebe Rau",Uganda,Podiatrist,0,"Miss Phoebe Rau"
2022,4,"Dr. Adaline Kshlerin",Armenia,"Landscape Artist",0,"Dr. Adaline Kshlerin"
2022,5,"Mr. Milan Fahey","Brunei Darussalam","Soldering Machine Setter",0,"Mr. Milan Fahey"
2022,6,"Ms. Esther Nader",Thailand,"Coaches and Scout",0,"Ms. Esther Nader"
2022,7,"Mrs. Maya Ondricka IV",Armenia,"Producers and Director",0,"Mrs. Maya Ondricka IV"
2022,8,"Johanna Towne",Thailand,Psychologist,0,"Johanna Towne"
2022,9,"Jillian Mraz I","Equatorial Guinea","Mechanical Drafter",0,"Jillian Mraz I"
2022,10,"Dino Miller",Germany,Illustrator,0,"Dino Miller"
2022,1,"Leone Corwin",Tunisia,"Product Specialist",0,"Leone Corwin"
2022,2,"Angelita Doyle",Dominica,"Mathematical Technician",0,"Angelita Doyle"
2022,3,"Danial Beatty",Greenland,Dancer,0,"Danial Beatty"
2022,4,"Jess Cronin",Nigeria,"Railroad Inspector",0,"Jess Cronin"
2022,5,"Miss Corene Schowalter MD","Sao Tome and Principe","Recordkeeping Clerk",0,"Miss Corene Schowalter MD"
2022,6,"Dr. Nelle Rogahn","Bouvet Island (Bouvetoya)","Photographic Developer",0,"Dr. Nelle Rogahn"
2022,7,"Miss Jalyn Bogan II",Armenia,"Chemistry Teacher",0,"Miss Jalyn Bogan II"
2022,8,"Reed Erdman",Liechtenstein,"Job Printer",0,"Reed Erdman"
2022,9,"Delta Sanford DDS",Ethiopia,"Fast Food Cook",0,"Delta Sanford DDS"
2022,10,"Dr. Bryce Fisher PhD","French Southern Territories","Criminal Investigator",0,"Dr. Bryce Fisher PhD"
2022,1,"Madyson Botsford",Honduras,"Truck Driver",0,"Madyson Botsford"
2022,2,"Prof. Buford Donnelly MD",Cuba,"Dot Etcher",0,"Prof. Buford Donnelly MD"
2022,3,"Constantin Predovic I",Niue,Brazer,0,"Constantin Predovic I"
2022,4,"Lulu Considine",Maldives,"Locomotive Engineer",0,"Lulu Considine"
2022,5,"Joelle Koch DVM","Northern Mariana Islands","Correctional Officer",0,"Joelle Koch DVM"
2022,6,"Mr. Devin Abshire V",Guinea-Bissau,Chiropractor,0,"Mr. Devin Abshire V"
2022,7,"Moises Hermann",Guyana,"Atmospheric and Space Scientist",0,"Moises Hermann"
2022,8,"Mrs. Amara Kozey",Cuba,"Locker Room Attendant",0,"Mrs. Amara Kozey"
2022,9,"Christop Carter","Russian Federation","Computer Repairer",0,"Christop Carter"
2022,10,"Darron Altenwerth","Saint Pierre and Miquelon","Production Control Manager",0,"Darron Altenwerth"
2022,1,"Muhammad Spinka","Slovakia (Slovak Republic)","Movie Director oR Theatre Director",0,"Muhammad Spinka"
2022,2,"Constantin Bogan I",Latvia,"Director Of Social Media Marketing",0,"Constantin Bogan I"
2022,3,"Mr. Kraig Muller",Georgia,"Forming Machine Operator",0,"Mr. Kraig Muller"
2022,4,"Prof. Jack Effertz",Anguilla,"Corporate Trainer",0,"Prof. Jack Effertz"
2022,5,"Mrs. Carole Hirthe","Hong Kong","Commercial Diver",0,"Mrs. Carole Hirthe"
2022,6,"Lelia Abshire",Vanuatu,"Ticket Agent",0,"Lelia Abshire"
2022,7,"Cade Konopelski","Kyrgyz Republic","Crushing Grinding Machine Operator",0,"Cade Konopelski"
2022,8,"Justina Willms","Western Sahara","Director Of Business Development",0,"Justina Willms"
2022,9,"Arturo Bahringer III",Iran,"Pile-Driver Operator",0,"Arturo Bahringer III"
2022,10,"London Roob V",Guyana,"Ceiling Tile Installer",0,"London Roob V"
2022,1,"Colt Bashirian III",Spain,"Advertising Manager OR Promotions Manager",0,"Colt Bashirian III"
2022,2,"Dr. Wendell Parisian I",Bahamas,"Retail Sales person",0,"Dr. Wendell Parisian I"
2022,3,"Trevor Price",Liberia,"Stringed Instrument Repairer and Tuner",0,"Trevor Price"
2022,4,"Filiberto Corkery",Georgia,"Occupational Therapist",0,"Filiberto Corkery"
2022,5,"Miss Pasquale Mitchell",Zambia,"Fiber Product Cutting Machine Operator",0,"Miss Pasquale Mitchell"
2022,6,"Mrs. Jeanette Cremin DDS","Cocos (Keeling) Islands","Crane and Tower Operator",0,"Mrs. Jeanette Cremin DDS"
2022,7,"Johnathon Fahey",Nauru,"Payroll Clerk",0,"Johnathon Fahey"
2022,8,"Mr. Woodrow Nikolaus",Palau,"Animal Care Workers",0,"Mr. Woodrow Nikolaus"
2022,9,"Demetris Jerde",Honduras,"Financial Services Sales Agent",0,"Demetris Jerde"
2022,10,"Dr. Blake Runolfsdottir II",Mauritius,Engineer,0,"Dr. Blake Runolfsdottir II"
2022,1,"Werner Kunde",Reunion,Webmaster,0,"Werner Kunde"
2022,2,"Ashlee Considine",Rwanda,"Aircraft Body Repairer",0,"Ashlee Considine"
2022,3,"Tre Quigley",Nigeria,"Heat Treating Equipment Operator",0,"Tre Quigley"
2022,4,"Mr. Rowland VonRueden",Austria,"Sales Manager",0,"Mr. Rowland VonRueden"
2022,5,"Frank Marvin",Austria,"Mechanical Door Repairer",0,"Frank Marvin"
2022,6,"Malvina Eichmann",Kazakhstan,"Food Preparation and Serving Worker",0,"Malvina Eichmann"
2022,7,"Abbey McKenzie",Grenada,"Compensation and Benefits Manager",0,"Abbey McKenzie"
2022,8,"Eldridge Kuhic",Ecuador,"Claims Adjuster",0,"Eldridge Kuhic"
2022,9,"Kris Legros",Vietnam,"Probation Officers and Correctional Treatment Specialist",0,"Kris Legros"
2022,10,"Ashleigh Dach",Italy,"Numerical Tool Programmer OR Process Control Programmer",0,"Ashleigh Dach"
2022,1,"Abbie Reynolds",Angola,"Chemistry Teacher",0,"Abbie Reynolds"
2022,2,"Jermain Borer",Liechtenstein,"Plate Finisher",0,"Jermain Borer"
2022,3,"Mrs. Christiana Orn",Korea,"Flight Attendant",0,"Mrs. Christiana Orn"
2022,4,"Prof. Javon Boehm III","Bosnia and Herzegovina","Nursery Manager",0,"Prof. Javon Boehm III"
2022,5,"Henri Gulgowski",Poland,"Mining Machine Operator",0,"Henri Gulgowski"
2022,6,"Ms. Andreanne Price",Gambia,"Computer Support Specialist",0,"Ms. Andreanne Price"
2022,7,"Aurelia Mertz","Equatorial Guinea","Aircraft Launch Specialist",0,"Aurelia Mertz"
2022,8,"Pierce Powlowski",Vanuatu,"Mechanical Door Repairer",0,"Pierce Powlowski"
2022,9,"Karson Rogahn","Solomon Islands","Materials Engineer",0,"Karson Rogahn"
2022,10,"Jason Nienow",Gambia,"Bench Jeweler",0,"Jason Nienow"
2022,1,"Eino Kirlin",Mauritania,"Occupational Therapist Assistant",0,"Eino Kirlin"
2022,2,"Miss Name Bahringer",Tunisia,"Photographic Developer",0,"Miss Name Bahringer"
2022,3,"Prof. Shanel Robel",Finland,"Motorboat Operator",0,"Prof. Shanel Robel"
2022,4,"Mr. Mathew Lebsack",Iceland,Stevedore,0,"Mr. Mathew Lebsack"
2022,5,"Clint Flatley",Aruba,"Steel Worker",0,"Clint Flatley"
2022,6,"Solon Johnson",Ukraine,"Emergency Medical Technician and Paramedic",0,"Solon Johnson"
2022,7,"Cloyd Halvorson",Benin,"Elementary School Teacher",0,"Cloyd Halvorson"
2022,8,"Prof. Demetrius Hirthe DVM","Burkina Faso","Welding Machine Tender",0,"Prof. Demetrius Hirthe DVM"
2022,9,"Miss Aditya Kirlin V",Indonesia,"Locker Room Attendant",0,"Miss Aditya Kirlin V"
2022,10,"Athena Lowe MD","New Caledonia","Adjustment Clerk",0,"Athena Lowe MD"
2022,1,"Prudence Boyle","Cote d'Ivoire","Private Detective and Investigator",0,"Prudence Boyle"
2022,2,"Frieda Langworth",Chad,"Gas Pumping Station Operator",0,"Frieda Langworth"
2022,3,"Ms. Aisha Corwin",India,"Art Teacher",0,"Ms. Aisha Corwin"
2022,4,"Jana Lakin",Ghana,"Ship Mates",0,"Jana Lakin"
2022,5,"Queen Kemmer",Montserrat,"Conservation Scientist",0,"Queen Kemmer"
2022,6,"Norwood Boyle","United States Virgin Islands",Taper,0,"Norwood Boyle"
2022,7,"Stefan Kris","Czech Republic","Social Science Research Assistant",0,"Stefan Kris"
2022,8,"Allison Wuckert MD",Guatemala,"Lodging Manager",0,"Allison Wuckert MD"
2022,9,"Miss Elisha Daniel DVM",Ukraine,Infantry,0,"Miss Elisha Daniel DVM"
2022,10,"Nakia Smitham",Oman,"Computer-Controlled Machine Tool Operator",0,"Nakia Smitham"
2022,1,"Daisha Fay","Saint Vincent and the Grenadines","Entertainer and Performer",0,"Daisha Fay"
2022,2,"Elfrieda Wolf III","Bouvet Island (Bouvetoya)","Janitorial Supervisor",0,"Elfrieda Wolf III"
2022,3,"Kurt Bode",Myanmar,"Farm Equipment Mechanic",0,"Kurt Bode"
2022,4,"Jordon Gutkowski",Greenland,Dishwasher,0,"Jordon Gutkowski"
2022,5,"Zechariah Walter",Tunisia,Webmaster,0,"Zechariah Walter"
2022,6,"Rosina Rempel Sr.",Niger,"Multiple Machine Tool Setter",0,"Rosina Rempel Sr."
2022,7,"Luciano Connelly",China,"Aircraft Assembler",0,"Luciano Connelly"
2022,8,"Mr. Lucio Krajcik",Aruba,"Chemical Plant Operator",0,"Mr. Lucio Krajcik"
2022,9,"Mary Bahringer DVM",Somalia,"Mixing and Blending Machine Operator",0,"Mary Bahringer DVM"
2022,10,"Macie Heathcote","Brunei Darussalam",Biologist,0,"Macie Heathcote"
2022,1,"Forest Bruen",Tonga,"MARCOM Manager",0,"Forest Bruen"
2022,2,"Aurelio Nikolaus DVM","Kyrgyz Republic","Radiologic Technologist and Technician",0,"Aurelio Nikolaus DVM"
2022,3,"Milo Becker","French Guiana","Fishing OR Forestry Supervisor",0,"Milo Becker"
2022,4,"Miss Trisha Morissette",Mauritius,"Social Sciences Teacher",0,"Miss Trisha Morissette"
2022,5,"Anderson Runolfsdottir",Gabon,"Model Maker",0,"Anderson Runolfsdottir"
2022,6,"Presley Kerluke",Seychelles,"Personal Trainer",0,"Presley Kerluke"
2022,7,"Earnestine Krajcik",Vietnam,"Stationary Engineer",0,"Earnestine Krajcik"
2022,8,"Kirstin Ebert","French Polynesia","Network Systems Analyst",0,"Kirstin Ebert"
2022,9,"Sigmund Dare","French Polynesia","Dental Hygienist",0,"Sigmund Dare"
2022,10,"Twila Feil",Liechtenstein,Spotters,0,"Twila Feil"
2022,1,"Prof. Hailie Jast",Gibraltar,"Command Control Center Officer",0,"Prof. Hailie Jast"
2022,2,"Hassie Braun",Grenada,"Machinery Maintenance",0,"Hassie Braun"
2022,3,"Adrienne Harris",Romania,Archivist,0,"Adrienne Harris"
2022,4,"Gene Donnelly",Uganda,Maid,0,"Gene Donnelly"
2022,5,"Miss Therese Marquardt",Mongolia,"Medical Appliance Technician",0,"Miss Therese Marquardt"
2022,6,"Jarret Zieme",Iceland,Detective,0,"Jarret Zieme"
2022,7,"Mr. Marshall Frami",Kazakhstan,"Nuclear Power Reactor Operator",0,"Mr. Marshall Frami"
2022,8,"Layne Tremblay Sr.",Mauritius,"Annealing Machine Operator",0,"Layne Tremblay Sr."
2022,9,"Thurman Cartwright","Saint Lucia","Fishery Worker",0,"Thurman Cartwright"
2022,10,"Miss Lavinia Schiller IV","New Caledonia","Paving Equipment Operator",0,"Miss Lavinia Schiller IV"
2022,1,"Dr. Ted Crist MD",Tonga,"General Manager",0,"Dr. Ted Crist MD"
2022,2,"Edmund Osinski",Belize,"Musician OR Singer",0,"Edmund Osinski"
2022,3,"Carey Reichel","Cook Islands","Sheet Metal Worker",0,"Carey Reichel"
2022,4,"Misty Goyette IV","Saint Barthelemy",Cook,0,"Misty Goyette IV"
2022,5,"Bradly Hickle","Heard Island and McDonald Islands","Photoengraving Machine Operator",0,"Bradly Hickle"
2022,6,"Grant Abernathy DVM",Afghanistan,Webmaster,0,"Grant Abernathy DVM"
2022,7,"Lola Kreiger","United States of America","Statistical Assistant",0,"Lola Kreiger"
2022,8,"Arnaldo Nader",Georgia,Home,0,"Arnaldo Nader"
2022,9,"Carolina Shanahan III",Norway,"Library Assistant",0,"Carolina Shanahan III"
2022,10,"Ms. Shyanne Howell IV",Korea,"Pharmaceutical Sales Representative",0,"Ms. Shyanne Howell IV"
2022,1,"Prof. Jana Brekke Sr.",Togo,"Central Office and PBX Installers",0,"Prof. Jana Brekke Sr."
2022,2,"Carmela Kohler","French Guiana","Fiber Product Cutting Machine Operator",0,"Carmela Kohler"
2022,3,"Miss Abbie Heathcote","French Southern Territories","Veterinary Technician",0,"Miss Abbie Heathcote"
2022,4,"Miss Maiya Bednar PhD",Philippines,Brazer,0,"Miss Maiya Bednar PhD"
2022,5,"Vesta Hill",Mayotte,"Spraying Machine Operator",0,"Vesta Hill"
2022,6,"Miss Enola Borer IV","Libyan Arab Jamahiriya","Printing Machine Operator",0,"Miss Enola Borer IV"
2022,7,"Shanna Dach","United States Virgin Islands","Proofreaders and Copy Marker",0,"Shanna Dach"
2022,8,"Jaida Bednar Sr.",Sudan,"Child Care Worker",0,"Jaida Bednar Sr."
2022,9,"Deborah Hegmann II","French Guiana","Cement Mason and Concrete Finisher",0,"Deborah Hegmann II"
2022,10,"Erica Turner I","Palestinian Territories","Agricultural Product Grader Sorter",0,"Erica Turner I"
2022,1,"Prof. Salvatore Parker","Costa Rica","Ambulance Driver",0,"Prof. Salvatore Parker"
2022,2,"Ava Connelly PhD",Mongolia,Pediatricians,0,"Ava Connelly PhD"
2022,3,"Lilliana Greenholt",Bahamas,"Maintenance Equipment Operator",0,"Lilliana Greenholt"
2022,4,"Wilhelm Towne",Tanzania,"Biological Science Teacher",0,"Wilhelm Towne"
2022,5,"Prof. Stanton Hamill DVM",Iceland,"Statement Clerk",0,"Prof. Stanton Hamill DVM"
2022,6,"Ms. Carissa Fay III","South Georgia and the South Sandwich Islands","School Bus Driver",0,"Ms. Carissa Fay III"
2022,7,"Dr. Nicholas Flatley DVM",Kazakhstan,"MARCOM Manager",0,"Dr. Nicholas Flatley DVM"
2022,8,"Amina Lemke DDS","Wallis and Futuna","Rail Yard Engineer",0,"Amina Lemke DDS"
2022,9,"Ocie Purdy","New Zealand","Music Arranger and Orchestrator",0,"Ocie Purdy"
2022,10,"Geo Wisozk",Finland,"Social and Human Service Assistant",0,"Geo Wisozk"
2022,1,"Prof. Jaren Hirthe",Ethiopia,"Aircraft Engine Specialist",0,"Prof. Jaren Hirthe"
2022,2,"Dr. Demario Ritchie Sr.",Greece,Heaters,0,"Dr. Demario Ritchie Sr."
2022,3,"Jaleel Hettinger","Saudi Arabia","Gas Compressor Operator",0,"Jaleel Hettinger"
2022,4,"Shaina DuBuque","South Georgia and the South Sandwich Islands","Electrical and Electronics Drafter",0,"Shaina DuBuque"
2022,5,"Prof. Jamal Hoppe",Azerbaijan,"Tire Builder",0,"Prof. Jamal Hoppe"
2022,6,"Fleta Kunze",Qatar,"Private Sector Executive",0,"Fleta Kunze"
2022,7,"Prof. Mina Price",Comoros,"Tree Trimmer",0,"Prof. Mina Price"
2022,8,"Antoinette Hauck",Nigeria,Telemarketer,0,"Antoinette Hauck"
2022,9,"Joyce Schneider",Zambia,"Manufactured Building Installer",0,"Joyce Schneider"
2022,10,"Mrs. Tressie Metz Jr.","United Arab Emirates","Custom Tailor",0,"Mrs. Tressie Metz Jr."
2022,1,"Deontae Murazik",Denmark,"Movie Director oR Theatre Director",0,"Deontae Murazik"
2022,2,"Laurel Deckow",India,"Glass Blower",0,"Laurel Deckow"
2022,3,"Rodrick Effertz",Turkey,"Telecommunications Facility Examiner",0,"Rodrick Effertz"
2022,4,"Norene Kohler Sr.",Timor-Leste,"Bill and Account Collector",0,"Norene Kohler Sr."
2022,5,"Rodrigo Abbott Sr.",Japan,"Milling Machine Operator",0,"Rodrigo Abbott Sr."
2022,6,"Leilani Schinner","Slovakia (Slovak Republic)","Insurance Investigator",0,"Leilani Schinner"
2022,7,"Alexanne Zboncak","Syrian Arab Republic","Hairdresser OR Cosmetologist",0,"Alexanne Zboncak"
2022,8,"Tyrel Breitenberg",Djibouti,"Career Counselor",0,"Tyrel Breitenberg"
2022,9,"Madilyn Skiles IV",Gibraltar,Cashier,0,"Madilyn Skiles IV"
2022,10,"Daphney Hoppe","Pitcairn Islands","Proofreaders and Copy Marker",0,"Daphney Hoppe"
2022,1,"Geo Schaefer",Portugal,Stevedore,0,"Geo Schaefer"
2022,2,"Austen Berge",Guinea-Bissau,Designer,0,"Austen Berge"
2022,3,"Janice Conn","Northern Mariana Islands","User Experience Researcher",0,"Janice Conn"
2022,4,"Lea Collins",Lebanon,Council,0,"Lea Collins"
2022,5,"Anabel Wolf",Uganda,"Emergency Medical Technician and Paramedic",0,"Anabel Wolf"
2022,6,"Ernestine Nader",Lithuania,"Computer Software Engineer",0,"Ernestine Nader"
2022,7,"Prof. Ova Runolfsdottir DVM",Tonga,"Chemical Technician",0,"Prof. Ova Runolfsdottir DVM"
2022,8,"Raleigh Ernser","United States Minor Outlying Islands","Social Service Specialists",0,"Raleigh Ernser"
2022,9,"Zola Gerlach Sr.",Barbados,"Biological Technician",0,"Zola Gerlach Sr."
2022,10,"Roger Cassin",Fiji,"Medical Laboratory Technologist",0,"Roger Cassin"
2022,1,"Dr. Josue Aufderhar II",Macedonia,"Glass Cutting Machine Operator",0,"Dr. Josue Aufderhar II"
2022,2,"Colton Kutch",Liechtenstein,"Forest Fire Fighter",0,"Colton Kutch"
2022,3,"Daniella Kertzmann",Belize,"Postal Service Mail Sorter",0,"Daniella Kertzmann"
2022,4,"Jorge Klocko","Antigua and Barbuda","Aircraft Engine Specialist",0,"Jorge Klocko"
2022,5,"Leland Haley","Norfolk Island","Farm Labor Contractor",0,"Leland Haley"
2022,6,"Giovanni Larkin",Suriname,Professor,0,"Giovanni Larkin"
2022,7,"Prof. Aurelia Shields",Barbados,CTO,0,"Prof. Aurelia Shields"
2022,8,"Abe Hermann Sr.",Togo,"Education Teacher",0,"Abe Hermann Sr."
2022,9,"Alexanne Beer",Netherlands,"HR Manager",0,"Alexanne Beer"
2022,10,"Corbin Rath",Togo,"Biological Science Teacher",0,"Corbin Rath"
2022,1,"Ramiro Bosco",Madagascar,"Welding Machine Operator",0,"Ramiro Bosco"
2022,2,"Coty Quitzon",Mauritania,"Aircraft Body Repairer",0,"Coty Quitzon"
2022,3,"Thora Mraz",Tanzania,"Locomotive Engineer",0,"Thora Mraz"
2022,4,"Willy Reynolds","Saint Martin","Computer Systems Analyst",0,"Willy Reynolds"
